"Speed Up Bra
High Support for C/D Cup",$78.00,,2.9 out of 5,1 out of 5,RF519,MN,YOGI,35-44,LEAN,,stretched out,,Stretched out,2018-07-16,"I am so bummed! I’ve only worn this bra twice and it has completely stretched out. I am a 34D and got my normal size. The band has become too loose and the straps are too long. My boobs are falling out of the bra. It has become very unsupportive, and I felt like I was bouncing everywhere when I was walking my dogs this morning. I’m hoping I can return this item. :(","July 17, 2018","Dear RF519,

Thank you for taking the time to share your feedback with us. I am sorry to hear that the Speed Up Bra *High Support for C/D Cup is not performing for you. Keep an eye out for an email coming your way. Chat Soon!",1,0
"Speed Up Bra
High Support for C/D Cup",$78.00,,2.9 out of 5,2 out of 5,ROSE212,"PHILADELPHIA, PA, USA",SWEATY GENERALIST,25-34,ATHLETIC,,,roomy,Weird fit,2018-07-14,"I am a 34D and have trouble finding sports bars with enough support. I was very excited about the Speed Up Bra and ordered it online in my normal size 8 (and as suggested by the size guide). Unfortunately, the band is much too much loose to be supportive enough for cardio. I would recommend trying on in store!","July 15, 2018","Hey rose212,

Thanks for taking the time to pass along some feedback on the Speed Up Bra High Support. I'm sorry to hear the band doesn't work out when you're working out!. Keep an eye out for an email headed your way. Chat soon!",1,0
"Speed Up Bra
High Support for C/D Cup",$78.00,,2.9 out of 5,5 out of 5,FHOCKEY05,"WEST CHESTER, PA, USA",SWEATY GENERALIST,18-24,MUSCULAR,"color, support, mesh panneling",,roomy,Comfy and supportive,2018-07-07,"LOVE this bra, couldn't believe that I was lucky enough to find it in the ""we made too much"" section. Beautiful periwinkle color, breathable mesh in the back. Good support and very comfortable. Bought it just before going on a trip to Italy, and could't believe how much I wore it throughout the trip. Highly recommend!",,,1,0
"Speed Up Bra
High Support for C/D Cup",$78.00,,2.9 out of 5,3 out of 5,BEACHGIRL18,"LOS ANGELES, CA, USA",SWEATY GENERALIST,45-54,LEAN,fabric,too big,roomy,close to being perfect,2018-07-05,"Like others have noted - I was so excited that Lulu finally made a high impact bra. I'm a 34C and thin - generally size 6 Lulu bras are a bit too tight on me so I got the size 8. The band and shoulder straps fit comfortably but alas there is a gap at the top of the cups which makes this bra feel more like medium support and not high impact.
The gap is so big it causes the girls to move around a bit during cardio or high-impact workouts. Because there is no way to adjust the bra - if you're like me and fall into this in-between size (too big for a 6, but too small for an 8) you may find this bra isn't quite right. It works ok for more lower impact workout though and the fabric is great.
Please Lulu just modify this bra a bit so it works better - you are so close to getting it right with this one, it just needs a bit more editing to fit correctly.","July 5, 2018","Hey BeachGirl18,

Thanks for taking the time to pass along some feedback on the Speed Up Bra *High Support for C/D Cup. I'm sorry to hear there are some fit issues preventing comfortable workouts. We appreciate you letting us know what works and what doesn't. Keep an eye out for an email headed your way. Chat soon!",1,0
"Speed Up Bra
High Support for C/D Cup",$78.00,,2.9 out of 5,5 out of 5,MAXMOM,"VICTORIA, BC, CANADA",RUNNER,45-54,CURVY,tight on the ribs colour look,,snug,Love it!,2018-07-03,I lucked out and was in Lululemon without kids and it was a bit slow so the sales lady was dedicated to helping just me! I tend to have a problem with the pull on style bra's and I was talking to her about it. She suggested this one. I LOVE it! I'm a 34 C/D and find the bra's always ride up or the girls ride down - not pretty. This one keeps me in the exact spot for running. A bit hard to get off when I'm sweaty but so worth the minor struggle to be able to run without worry.,,,1,0
"Speed Up Bra
High Support for C/D Cup",$78.00,,2.9 out of 5,1 out of 5,SWIMMYAZ,"PHOENIX, AZ, USA",SWEATY GENERALIST,35-44,CURVY,,stretched out slid down too little coverage,flowy,Let down (literally),2018-06-30,"I wear only LLL to work out and I love all LLL products. But why is it so hard for LLL to make a great sports bra?! The Strap it Like It's Hot style was the best ever and is the only style I wear. I should have bought a million of them because no style has ever come close. I thought Speed Up would be my new Strap It. It seemed to fit well, felt really supportive and offered good coverage when I tried it on. Well, I wore it to spin class and within the first ten minutes, it was saggy, I was spilling out of it, and I was a hot, unsupported mess. I thought I could wear it to yoga, but even in power yoga, it quickly slid down, I spilled over, and it was a disaster. I am so disappointed with this bra and feel totally gypped by the high price tag. It's too low cut to provide ample coverage for busty girls when it slides down, and it stretches out–recipe for disaster. Please make the Strap It bras again!!!!","July 1, 2018","Hey swimmyaz,
Thank you for taking the time to share your feedback with us. I completely understand why you're disappointed with the Speed Up Bra *High Support for C/D Cup and I'd love to help turn this around. I’ve sent you an email to follow up and help further",1,0
"Speed Up Bra
High Support for C/D Cup",$78.00,,2.9 out of 5,2 out of 5,SUMLUV,"UTAH, USA",RUNNER,35-44,ATHLETIC,"mesh in the back, fabric, molded cups",,tight,Was hoping this would be my new go-to bra,2018-06-22,"I love to run and I have always used a hefty jog bra (with adjustable straps and a 3 clasp in the back) for my 34DD girls (a $65 bra). BTW, I am 5'6"" and 140lbs. When I saw this bra, I thought it was cute and feminine unlike my other bras. With a $78 price tag, I had high hopes for this bra! My first issue is this bra is with the coverage. If you are going to make a bra with high support for the bigger tatas, then they need to be covered. My bosoms were billowing out the top of the bra. The support was ok but not good enough to be called a ""high support"" bra in my opinion. A second issue I had, was that It was hard to get off. I think I may have popped a couple stitches getting it over my shoulders. Why can I get it on, but not off? Anyone else have this problem? Good attempt Lulu, but I'm going to stick with my regular runner brand bra save myself $13.","June 23, 2018","Dear SumLuv,

We appreciate you making time to leave a review.

We stand behind the quality of our product, and we want to ensure that you're in gear that is performing well for you. I hear that this is not the case and would like to work with you to create a resolution. We have sent you an email outlining a few options.",1,0
"Speed Up Bra
High Support for C/D Cup",$78.00,,2.9 out of 5,1 out of 5,TACO317,"NEWPORT NEWS, VA, USA",YOGI,18-24,ATHLETIC,color,"no adjustable straps, lack of support, cleavage",snug,Wanted to Love,2018-06-22,"As a busty girl that does not have the frame to match, I was excited about this bra. I love the Energy bras, but would never in a million years try to run in them as a 34 E. I purchased the recommended size 10, and after wearing only 2X and hand wash and drying, the band on this thing is the same size as the bust, meaning no support at all. I was truly so excited at the prospect of a bra that worked for me, but this one really missed the mark, do not waste your money on it.","June 23, 2018","Dear taco317,

Thanks for making time to review the Speed Up Bra. We're sorry to hear that your bra isn't holding up as intended.

We stand behind the quality of our product, and we want to ensure that you're in gear that is performing well for you. I hear that this is not the case and would like to work with you to create a resolution.

We have sent you an email outlining a few options.",1,0
"Speed Up Bra
High Support for C/D Cup",$78.00,,2.9 out of 5,4 out of 5,BLUEEYES1213,"HAMILTON, ON",SWEATY GENERALIST,18-24,CURVY,,,snug,Pretty good for DD,2018-06-12,"This is my first REAL fitting sports bra that wasn't from a random store that had poor shape and support. I am a 36DD and had issues with my old sports bras not having enough support for my girls, and I finally decided to splurge and get one for a steeper price with hopes that it would work better.
Overall, I like this bra. It works well for weight training and biking. I'm not a runner so I can't speak much to that, but on the bike it works great! The rib band it very snug and holds its place so well, sometimes its a bit tricky to get off. Even though the bands are not adjustable they fit my size well, and I have larger shoulders from years of swimming. The padded shoulders are wonderful also.
The fact that it doesn't have annoying inserts is a godsend! The one issue I do experience with this bra is that while it is made for C/D, for DD I find that I am being pushed up top and it creates this small extra layer of boob at the top, if you get what I mean. It's not too bad, I just find myself shoving my boobs back into the bra a few times during my workout so it's not as obvious. But other than that it's an all around good sports bra, and one that I would consider wearing outside of the gym, depending on the shirt!",,,1,0
"Speed Up Bra
High Support for C/D Cup",$78.00,,2.9 out of 5,1 out of 5,PONYWOMAN,CALIFORNIA,CYCLIST,45-54,ATHLETIC,cute color,"poor fit, chaffing, not supportive",tight,Huge disappointment!,2018-06-07,"My regular size 8 was painfully tight so sales rep suggested the next size up. The next size seemed better and the sales associate assured me that it would be more comfortable after it was washed. I washed it and put it on to use and the front cut into my arms so badly I had to take it off before I even got to workout in it. Later, I tried it again since it was an expensive bra and I muscled through the chaffing discomfort only to notice that the support was definitely not adequate enough for a spin class!! Total waste of money and I'm incredibly unsatisfied. I am a huge Lululemon fan but this bra isn't worth it if it was free!","June 7, 2018","Hi Ponywoman,
Thanks for reaching out and providing this feedback for us. Oh dear, I’m sorry to see you’re having some trouble with your gear—that's definitely disappointing. We’d like to get to the bottom of this and work towards a resolution, so I've sent you an email to follow up.",1,0
"Speed Up Bra
High Support for C/D Cup",$78.00,,2.9 out of 5,1 out of 5,LISANY,"NEW YORK, NY, USA",RUNNER,35-44,CURVY,the shape look much better than most bra,not enough support and the fit is off.,studio-friendly,"for the price, very disappointed",2018-06-04,Still haven't find a good sports bra at lululemon. Was looking forward to keeping this as it is designed for C/D cup. Test run it in the local gym and it was so uncomfortable. End up returning.,,,1,0
"Speed Up Bra
High Support for C/D Cup",$78.00,,2.9 out of 5,1 out of 5,LYNNDK,"ALBERTA, CANADA",SWEATY GENERALIST,25-34,CURVY,,,roomy,Not worth the buy...,2018-06-02,"I normally buy the Enlite Bra having bigger girls (34DD) but was tired of getting the classic ""uniboob"" look. Sports bras are the only ones that i seem to find comfortable. I decided to go out on a limb and try this one after reading several reviews but this bra definitely falls short. I just received mine in the mail on Friday and was so excited to wear it. I have been wearing it for only half a day now and it extremely uncomfortable...the strap has gone loose and I feel like i'm constantly pulling it up...the girls were well covered at first...constantly having to adjust...and digs in around the armpit...would definitely not recommend.",,,1,0
"Speed Up Bra
High Support for C/D Cup",$78.00,,2.9 out of 5,4 out of 5,CRYSTAL12594,"PORTLAND, OR, USA",SWEATY GENERALIST,18-24,CURVY,"support, no uniboob",price,snug,A Step In The Right Direction,2018-06-02,"I was in desperate need of a sports bra that wouldn't make my back and neck ache after 4 mile runs. The Speed Up bra was a BIG purchase for me but I can now saw it was well worth it. I don't think it's perfect for all D cup ladies but it's a start. I tried this bra on in my normal size and then also a size down. I ended up going with the size down option because the bra in my normal size did not hug my chest tight enough. Every now and then my boobs will pop out a little while I'm on a run but it doesn't bother me much and it's not noticeable since I wear high neck shirts. Because I sized down, the bra is incredibly difficult to removed after sweaty runs. I strongly recommend trying it on before purchasing so that you see whether or not you should size down.",,,1,0
"Speed Up Bra
High Support for C/D Cup",$78.00,,2.9 out of 5,4 out of 5,TRYEVERYTHING,"SQUAMISH, BC, CANADA",YOGI,35-44,CURVY,,,,Happy to have this option,2018-05-23,"I'm an F/G cup, so I have no illusions that this bra will give me enough support to run in - the only one that does that is the Enlite. However, the Enlite is effective, but feels like armour on, and women with larger chests get pretty tired of the structure of what we always have to wear. For that reason, this bra is a breath of fresh air - I use it for everyday casual and light impact - yoga, weights, skiing, etc.",,,1,0
"Speed Up Bra
High Support for C/D Cup",$78.00,,2.9 out of 5,2 out of 5,RUNANDDANCENIA,"ALBUQUERQUE, NM, USA",RUNNER,45-54,ATHLETIC,looks good!,"not good support, holds in the sweat",,disappointing! I wanted to love it,2018-05-20,"This is a good-looking bra, and I loved the blue color. In the store, I thought it fit well in my usual size 6, and the Lululemon staff helping me thought it was a good fit. Unfortunately, it didn't perform well. I was bouncing around in it on a run. It also trapped a lot of sweat. It might be the type of bra that if it's a perfect fit for you, then you'll like it, but it has to be perfect and that's difficult to assess without wearing it to workout. It was not worth the money for me to try it one size down. Bras for running are best when the band and straps are adjustable","May 21, 2018","Hi RunAndDanceNia,
Thanks for taking the time to connect. I completely understand why you're disappointed with this and I'd love to help turn this around. Please keep an eye on your inbox as I'll be reaching out shortly to connect.",1,0
"Speed Up Bra
High Support for C/D Cup",$78.00,,2.9 out of 5,4 out of 5,RM87,"MISSISSAUGA, ON, CANADA",SWEATY GENERALIST,25-34,CURVY,"support, design",too tight,tight,Great support/ tight fitting,2018-05-14,"I love the support this bra offers however if you usually wear a certain size, i recommend you get a size bigger.
I am a 34D, i usually get size 8 however it was too tight.",,,1,0
"Speed Up Bra
High Support for C/D Cup",$78.00,,2.9 out of 5,3 out of 5,KETTLEBELL1,OHIO,SWEATY GENERALIST,25-34,MUSCULAR,color,support,studio-friendly,More like medium support,2018-05-10,"I wear a 36DDD in normal bras, so I ordered the size 12. I ordered the dusty dawn color, which is more lavender-color in reality than it appears in the picture. The fit was great! No issues with that. The issue I have is that the straps and the band are not adjustable. This bra does not stand up to jumping jacks or jumping rope, and I would imagine they'd be flopping around during running as well. I have decided to keep the bra, because it will be nice for the days that I strength/cross train, plus the color is beautiful. I'm curious to see if mine will stretch as well after washing, as other reviewers have mentioned. I may stick with hand washing, instead of machine.",,,1,0
"Speed Up Bra
High Support for C/D Cup",$78.00,,2.9 out of 5,2 out of 5,SARARUNS,"TORONTO, ON, CANADA",SWEATY GENERALIST,25-34,PETITE,,not enough support,flowy,No support for a DD gal :(,2018-05-09,"I'm a 23DD and have a really hard time finding sport bras that actually keep the girls steady when I run/workout. This bra disappointed :( I tried on a size 6- my normal Lulu size. A couple small jumps / stationary jogs in the change room and the girls went flying everywhere, spilling out the sides to boot. It was also a heck of a challenge to get on and off. So a total fail for me on all fronts. Please, lulu, don't give up and give us busty girls a bra that actually works!","May 10, 2018","Hey sararuns,

Thank you for taking the time to connect with us. This definitely doesn't sound right. We will be sending you an email shortly to make this right. Chat soon!",1,0
"Speed Up Bra
High Support for C/D Cup",$78.00,,2.9 out of 5,1 out of 5,QUEENOFFUN,"MONTREAL, QUEBEC",SWEATY GENERALIST,55-65,ATHLETIC,,,oversized,Disappointed!,2018-05-07,"I am normally a size 8 Lululemon bra, but tried on every single Enlite bra which didn't fit and then was so excited about this Speed Up bra. I thought, ""Finally a big enough, well made bra which would give me excellent support!"" I jumped up and down in the changing room and thought this could be the perfect bra even though the size 10 was squeezing me and I couldn't get it over my head. I had to order a size 12 (I am a 34DD) (And I ordered two of them since I was so excited)) and it fit...well at least for the first wear. After washing it in cold water and letting it dry flat, the next time I wore it, I found it puckered, stretched out and did not give me the support I required. It ended up being too low in front too when I wore a tank over it. What a waste of a lot of money.","May 7, 2018","Hi QueenofFun,
We're sorry to read of your recent experience and would love to discuss this further. Please be sure to give us a call at our Guest Education Centre on 1.877.263.9300 or you can always start a Live Chat with us on our website. We look forward to hearing from you.",1,0
"Speed Up Bra
High Support for C/D Cup",$78.00,,2.9 out of 5,1 out of 5,SARTUC,"NEW YORK, NY, USA",RUNNER,35-44,CURVY,,,flowy,Stretched Out After One Wear,2018-05-02,I was really excited for this bra when I tried it on in store. Because I have a larger chest I even did the jump up & down bounce test in store. It was great the first time I wore it for a long run. Then I washed & hung the bra to dry and now I fall out of the top and the band is too loose. I've only had it about a month and its not supportive enough to lounge around the house.,"May 3, 2018","Hey sartuc,
Thanks for reaching out to us about your Speed Up Bra *High Support for C/D Cup. I'm sorry to hear of the trouble you're having with it. We stand behind the quality of our garments, and if a piece isn't making the grade, then we'd like to make it right.",1,0
"Speed Up Bra
High Support for C/D Cup",$78.00,,2.9 out of 5,2 out of 5,SHELLYSP,"NEW YORK, NY",YOGI,45-54,ATHLETIC,liked that it's cute looking,"that it stretched out after two weeks and, and is not adustable",just right,Stretched out after 2 wears,2018-04-30,"I bought this bra online at the advice of a sales ""chat"". When I first received it I did love it. Went and ordered another. However, they are both stretched out after only a few weeks (I wore them maybe 3 x tops and hand wash them) and offer no support. I cannot use them for high impact as they are not at all supportive nor for yoga as I spill out over them. It is a huge minus that the straps or nothing is adjustable, as if it were adjustable, you could make it tighter after it stretches out. I did not expect them to stretch out after 2-3 wears!","April 30, 2018","Hi Shellysp,
We appreciate you taking the time to share your feedback with us. I completely understand why you're disappointed with this and I'd love to help turn this around. To carry on this conversation, we've sent you a follow up email.",1,0
"Speed Up Bra
High Support for C/D Cup",$78.00,,2.9 out of 5,2 out of 5,WORKOUTATHOMEMOM,MISSOURI,SWEATY GENERALIST,35-44,CURVY,wearing it for the first time,by the 2nd wear it was stretched out,roomy,Good the first time worn,2018-04-16,"I have searched high and low for the right bra and after reading so many reviews I chose this particular one. The first time I wore it, it was just amazing, ... it was so great I almost ordered a 2nd one, but I thought I should wash it first. I put it on for the 2nd time and the bra was so loose on me, it was like it stretched out or something and now there is no support whatsoever to it. I am not sure why, but I am disappointed that I paid this much for something that doesn't do the job.","April 17, 2018","Hi WorkOutAtHomeMom,
Thanks for taking the time to reach out. It's not good to hear that your Speed Up Bra has stretched out, I definitely understand your disappointment. I've sent an email your way with some solutions. Chat soon!",1,0
"Speed Up Bra
High Support for C/D Cup",$78.00,,2.9 out of 5,2 out of 5,MMDSKI,,,,,,not adjustable,roomy,No Support for D Cup,2018-04-15,I am a 34D. I tried this bra on in the store. It is very comfortable. But offered zero support for a D. I bet it is great for B/C. Biggest draw back is that it is not adjustable. The band and cups fit me well but the shoulder straps were too loose. They would have been fine for walking around or gardening. But not even sure I would wear to yoga.,"April 18, 2018","Hey mmdski,
We're sorry to read of your recent experience with the Speed Up Bra *High Support for C/D Cup and would love to discuss this further. Please be sure to give us a call at our Guest Education Centre on 1.877.263.9300 or you can always start a Live Chat with us on our website. We look forward to hearing from you.",1,0
"Speed Up Bra
High Support for C/D Cup",$78.00,,2.9 out of 5,5 out of 5,NESSA,"ALBUQUERQUE, NM, USA",SWEATY GENERALIST,I KEEP MY AGE ON THE D.L.,LEAN,"support, feels lightweight, padded straps",,second skin,Great support!,2018-04-14,"I was on the fence about trying on this bra after reading the reviews. An educator at my local Albuquerque store encouraged me to give it a try by saying how well it worked for her on her long runs. I'm a 32D wear a size 4 in Lululemon bras, same for this one. The band is not super stretchy but I can get it on. It offers a lot of support without feeling like you are wearing a harness. It provides great comfortable support while running and high intensity workouts. I can get it off with a little wriggling around. I'll be purchasing more colors.",,,1,0
"Speed Up Bra
High Support for C/D Cup",$78.00,,2.9 out of 5,5 out of 5,GYMLOVER22,"ORANGE COUNTY, CA",SWEATY GENERALIST,25-34,LEAN,"fit, comfort",nothing!,tight,My new FAVORITE sports bra!,2018-04-04,"I am in love with this sports bra! I struggle to find one that fits right and holds ""the girls"" in while running. This sports bra is comfortable AND does the job. I had high hopes for the enlite bra, but the high price tag and difficulty of putting it on/taking it off made it fall flat for me. I had to give this one a try and I am so happy I did. I just ordered my 2nd one so that I can rotate between the two since now, no other sports bra can compete! For reference, I am a 34C and bought this in a 6 and it's perfect.",,,1,0
"Speed Up Bra
High Support for C/D Cup",$78.00,,2.9 out of 5,2 out of 5,RUNNERRLOVERR,,RUNNER,25-34,CURVY,,hard to get on and off,roomy,Not a lot of D cup or above support with this one,2018-04-03,I love Lululemon sports bras (even as a bustier gal) and I so wanted to like this new one after I saw it in store but after running in it once I discovered that it offers ZERO support. I'm pretty disappointed that I spent all that $ on a sports bra that I won't wear again and now can't return. If you are a bustier gal I would recommend the Energy or Stash N' Run bras - so much better.,,,1,0
"Speed Up Bra
High Support for C/D Cup",$78.00,,2.9 out of 5,5 out of 5,MJ7843,"SYRACUSE, NY, USA",SWEATY GENERALIST,25-34,ATHLETIC,,,snug,"Finally, the sports bra I've been waiting for!!",2018-03-29,"I've been waiting for a bra with molded cups built-in for so long! I love the Energy Bra but the pads that always fall out and get folded over in the wash is my biggest gripe, it's such a hassle but I need them for modesties sake when I teach fitness classes. So this bra is a lifesaver and now my husband will even fold my gym laundry since he doesn't have to wrestle getting pads back in (this in itself is huge!). The bra is very comfortable the wide straps don't dig in or create weird lumps, and everything stays in place during high-intensity workouts. Everything is smooth and contained, I love the look and feel.",,,1,0
"Speed Up Bra
High Support for C/D Cup",$78.00,,2.9 out of 5,4 out of 5,XFIT3,"PHILADELPHIA, PA, USA",RUNNER,25-34,ATHLETIC,"arm holes, support, shaping",v cut front,snug,Very Close to Perfect,2018-03-29,"I am always on the lookout for a ""cute"" sports bra that still supports my natural d's. In the winter its fine to have all the hooks and clasps and usual over the shoulder straps, but in the summer want a low profile bra that looks normal under tank tops or on its own. Problem is that those usually give no support or just mash your boobs together into one blob. This bra is almost perfect! The molded cups without inserts, the comfortable straps, tight rib band, minimalist strap design, ALL PERFECT. I especially love the high cut arm holes, too often racerback bras have these low cut arm holes that then pull towards your neck...hello arm pit fat squeezing out and making you look ridiculous. Some people have complained about this, and every body is different, but I love it. Perhaps that is a petite size thing, I usually end up having straps altered to shorten them and bring the bra up. Only thing I would change about this bra is the slightly low cut front. It isn't terrible, but Im not a fan of having any cleavage when I am trying to workout. Why do they always feel the need for that v in the front? Doing dubs, burpees and handstand pushups, I want the girls to stay out of sight. Even a piece of mesh across the top would suffice. When you have boobs this thing doesn't lay flat across your chest plate, its pulled out and I can see all the way down into the depths of my boobs, not necessary. Its like the classic vneck t-shirt, girls with smaller chests can wear them to work and its fine. I look like I am headed out to the club and you can see down to my belly button if you are taller than me, which is pretty much everyone.",,,1,0
