Metal Vent Tech Short Sleeve Henley,,$78.00,,3.2 out of 5,1 out of 5,OCDAD,"NEWPORT BEACH, CA",SWEATY GENERALIST,25-34,LEAN,,"pilling, shrinks",,Great at first but does not last,2017-07-01,"Similar to other customers who bought this item, I purchased this shirt and was excited as it seemed as though the quality had been upgraded compared to last year's batch. Unfortunately, after a few washes, the shirt has shrunk and begun to pill, despite following washing instructions carefully.","July 4, 2017","Hey ocdad,
Thanks so much for taking the time to get in touch and share your thoughts. We stand behind the quality of our gear and will be sending an email your way shortly to follow up and help.
Chat with you soon.",1,1
Metal Vent Tech Short Sleeve Henley,,$78.00,,3.2 out of 5,1 out of 5,SETHW,"CLEVELAND, OHIO",YOGI,25-34,SOLID,"colors, fit, look","quality, pilling, fabric pull",,Hesitant Purchase - Should Have Trusted Reviews,2017-06-26,"I had bought the long sleeve version of this late last year despite reviews of pilling and fabric issues shortly after wearing. The long sleeve has been fine for me, but I got this short sleeve in 3 different colors (2 online and 1 in Vegas store) and 2 of the 3 have pilled or had fabric pull apart. I'm extremely disappointed as these shirts I could wear to the office and to work out.","June 27, 2017","Hi SethW,
Thank you for taking the time to share your feedback. I'm sorry to hear that you’re experiencing pilling with your shirt. We stand by the quality of our gear and I'd like to make this right. Keep an eye on your inbox, as I'll be reaching out shortly to get the ball rolling on a solution for you.",1,1
Metal Vent Tech Short Sleeve Henley,,$78.00,,3.2 out of 5,1 out of 5,RUNNER50240,"LAKE TAHOE, UNITED STATES",RUNNER,25-34,LEAN,color,"fabric, discoloration",,Sweat stains and buttons are fragile,2017-06-17,"This shirt only after owning it for a total of 3 weeks developed sweat stains that will no matter what come out of the shirt. The discoloration of the shirt now is very noticeable. The buttons are so fragile. One of them already broke. For paying $80 for this shirt, I would have hoped that it would last me more than 2 workout sessions.","June 17, 2017","Hey runner50240,
We hear your disappointment with the sweat stains and broken buttons you're experiencing and will be sending an email your way to follow up and help.
Chat soon.",1,1
Metal Vent Tech Short Sleeve Henley,,$78.00,,3.2 out of 5,4 out of 5,KY36,"LONG ISLAND, NEW YORK, USA",SWEATY GENERALIST,35-44,ATHLETIC,"color selection, fit after 2nd attempt",durability is a question,,"Love Color Selection, Sizing Inconsistent?",2017-05-28,"The Henley is my favorite and I am pleased that newer and more neutral colors are available this spring. However, these are 2 concerns:
1) the sizing seems inconsistent - 2017 models seem to be cut tighter with shorter sleeves. I found out the hard and expensive way. I assumed that the same size from last year would fit so I tore the tags off only to find that the shirt was skin tight. So I had to request an a return (this was an online purchase) but was only able to receive merchandise credit
(which I have yet to receive) and then had to re-purchase in store. The same size purchased in store fit more consistent with other Metal Vents I own.
2) this years Metal Vent doesn't seem as durable. Pulls very easily compared to previous years models.
Time will tell how well this years Henley holds up but I like the colors offered this season.",,,1,1
Metal Vent Tech Short Sleeve Henley,,$78.00,,3.2 out of 5,5 out of 5,LEMONS2LEMONADE,,SWEATY GENERALIST,,,"comfortable, stylish yet practical, good length (not too short), breathable",not enough colors,,Best shirt!,2016-11-16,"This is my favorite piece out of the metal vent tech line! (I'm also a fan of the metal vent long sleeve henley, the hoodie, and the 'sleeveless' tank top). The fabric is soft, the cut is flattering, and the buttons give it an added touch of style. Fantastic shirt to work out in, or also works great as everyday wear. Love it.
Lulu: please make more colors! Also, please bring back the Sleeveless metal vent tank! Thanks!",,,1,1
Metal Vent Tech Short Sleeve Henley,,$78.00,,3.2 out of 5,5 out of 5,JACEL,SOUTH FLORIDA,SWEATY GENERALIST,18-24,ATHLETIC,"style, buttons",lack of colors,,Wish this were made all year,2016-08-29,"This is one of my favorite shirts! I wish it was made it more colors and year round, I would buy them all. The henley really makes it easier to dress this item up if you want the technical aspects of the metal vent tech but without looking like you're headed to the gym. I prefer to wear it with the buttons undone which I'm always surprised none of the pictures show that it is even an option.",,,1,1
Metal Vent Tech Short Sleeve Henley,,$78.00,,3.2 out of 5,5 out of 5,LUSTYDUSTY,"DEL RIO, TX 78840, USA",SWEATY GENERALIST,25-34,ATHLETIC,,,,Great shirt,2016-07-28,I bought this in the Hero Blue and loved it so much after the first time wearing it that I went back and ordered it in Turquoise. I've always been a huge fan of the Metal Vent Tech Short sleeve shirts and Metal Vent Tanks so I thought I'd give this a shot and I'm glad I did. I like the metal vent Henley because I can wear it to the gym or out and about with friends.,,,1,1
Metal Vent Tech Short Sleeve Henley,,$78.00,,3.2 out of 5,1 out of 5,JOOO,,,,,,,,very disappointed,2015-09-16,i bought 18 pcs of different Men's tops (mainly metal vent short) in the past 12 months. they all works perfect.,"September 18, 2015","Hi Jooo,
We're sorry to hear you are experiencing hairiness on your Metal Vent Tech Short Sleeve Henley. We stand behind the quality of our gear, and if our gear doesn't perform for you, we'll take it back- anytime. Swing by your local store to show them what's going on, and they'll help work on a resolution with you. If you're not close to a store, give our GEC a ring - 1.877.263.9300.",1,1
Metal Vent Tech Short Sleeve Henley,,$78.00,,3.2 out of 5,5 out of 5,ADVENTURER,ALL OVER THE COUNTRY,SWEATY GENERALIST,18-24,MUSCULAR,"texture, look, color",,just right,Awesome Shirt,2015-07-22,This is great shirt! I can wear it as a casual shirt out in the evening or when i'm in the gym. Fabric feels great and does not stretch out at all.,,,1,1
Metal Vent Tech Short Sleeve Henley,,$78.00,,3.2 out of 5,5 out of 5,TXBYC,TX,SWEATY GENERALIST,25-34,ATHLETIC,,,roomy,THE shirt to own!,2015-07-17,"Bottom line, go buy this shirt.",,,1,1
"Surge Short
6"" Updated",,$68.00,,2.8 out of 5,3 out of 5,MIKEP13,NYC,RUNNER,35-44,ATHLETIC,,no pockets,,Not what expected,2018-08-01,As usual mostly everything you purchase at LuLu is top of the line. The comfort and ability to do or move seemlessly with amazing fit. However these shorts were ordered online Bc they were supppsed to have real pockets. I am not sure why the running shorts don’t have pockets anymore. As a male adult i need a pocket or pockets especially running in a race or in the city for a credit card or a key.,,,0,0
"Surge Short
6"" Updated",,$68.00,,2.8 out of 5,1 out of 5,TYSM,"HOUSTON, TX, USA",CYCLIST,25-34,ATHLETIC,,,,Bring the out style back!,2018-07-31,"Very disappointed with the update to the surge. This was my go to short for years. The lining is so tight and for me, I have there to be more fabric in the short itself. I hope that you bring back the older fit.",,,0,0
"Surge Short
6"" Updated",,$68.00,,2.8 out of 5,5 out of 5,MARINE272,"ARLINGTON COUNTY, ARLINGTON, VA, USA",SWEATY GENERALIST,25-34,MUSCULAR,,,just right,Game changer,2018-07-31,Finally found the perfect pair of shorts for the gym. Shelving all others. These will now become daily gym staple.,,,0,0
"Surge Short
6"" Updated",,$68.00,,2.8 out of 5,2 out of 5,RACER5,"PHILADELPHIA, PA, USA",RUNNER,25-34,ATHLETIC,"fit, shirt loops","boxer-brief liner, front fly flap",just right,"Close, but no cigar",2018-07-31,"I own a number of Surge shorts. Each with a liner, for some reason these come with boxer brief liner. This was not clearly explained in the product description. I would not have bought them knowing this. Also, I cannot figure out why Lulu makes a fake ""fly"" on the front of the shorts. I am constantly asked if I am wearing boxers! Shorts fit like previous pairs.","July 31, 2018","Dear racer5,

We appreciate you taking the time to share your feedback with us. I'm sorry to hear your gear isn't performing as expected—I can understand the disappointment. We'll be following up via email to discuss this further. Speak soon!",0,0
"Surge Short
6"" Updated",,$68.00,,2.8 out of 5,3 out of 5,CHIRUN25,"CHICAGO, IL, USA",RUNNER,25-34,ATHLETIC,"extra pocket in the liner, light-weight material, comfortable",faded reflective tape,snug,Reflective tape fades after a few washes,2018-07-30,"I really enjoy the surge shorts. They're perfect for a variety of workouts from running to cross training. Unfortunately, the reflective taping on the shorts faded only after a few washes and I just bought these shorts in mid-July. Definitely a bummer.","July 31, 2018","Dear ChiRun25,

We appreciate you taking the time to share your feedback with us. Oh no, I'm sorry to hear your gear isn't performing as expected—I can understand the disappointment. We'll be following up via email to discuss this further. Speak soon!",0,0
"Surge Short
6"" Updated",,$68.00,,2.8 out of 5,1 out of 5,XNTRIKTQ,DEMING NM,RUNNER,OVER 65,LEAN,pattern,"silly size, price",second skin,silly sized,2018-07-28,"I am a 6'3"" 175 lb. runner with a 34"" waist. Calling these a large is just silly. Somewhere between a small medium. Liked the pattern. The price was high for shorts that arent very special.","July 30, 2018","Dear xntriktq,

Thank you for taking the time to share your feedback with us. I'm sorry to hear that your Surge Short 6"" *Updated is not performing for you! Keep an eye out for an email coming your way. Chat soon!",0,0
"Surge Short
6"" Updated",,$68.00,,2.8 out of 5,5 out of 5,SUPERSTEVE,"CALIFORNIA, USA",,18-24,LEAN,,,just right,Great shirts,2018-07-26,"I love them love the color, love the fit, love everything",,,0,0
"Surge Short
6"" Updated",,$68.00,,2.8 out of 5,2 out of 5,IANS,"NEW YORK, NY, USA",SWEATY GENERALIST,25-34,MUSCULAR,colors and print,size,tight,Runs small,2018-07-26,These shorts run very small. I wear a medium in all other Lululemon shorts. These are def a size smaller.,"July 26, 2018","Hey IanS,

Thank you for taking the time to share your feedback with us. I am sorry that the fit of the Surge Short 6"" was not what you had hoped for and we would love to make this right. Keep an eye out for an email coming your way!",0,0
"Surge Short
6"" Updated",,$68.00,,2.8 out of 5,5 out of 5,CDUDE524,"NICEVILLE, FL, USA",RUNNER,55-65,LEAN,fit and quality.,,,Awesome shorts!,2018-07-25,"Bought 2 pair for running and working out. I love them! The cell phone pocket built into the liner is genius! After wearing these for a week, I bought another 2 pair. Thanks much!",,,0,0
"Surge Short
6"" Updated",,$68.00,,2.8 out of 5,5 out of 5,THERIOT,"BATON ROUGE, LA",RUNNER,35-44,SLIM,"boxer update, moisture handling",,snug,Great update -- boxer liner for the win!,2018-07-22,"Upon initially pulling these on, I thought they were a little too tight, but then when I went on a run wearing them, I realized the support of the boxer update (and likely because I was used to the almost-too-angled-higher-cut-almost bikini/speedo-esque liner of my other Lulu shorts) led me to feel the somewhat-tighter sensation was not a good fit. The shorts' update is great and the shorts really allow for some pretty free-feeling movement while still packing the precious boys in for the run. Great moisture-whicking away from your delicates!",,,0,0
"Surge Short
6"" Updated",,$68.00,,2.8 out of 5,5 out of 5,LULU4MATT,"DALLAS, TX, USA",SWEATY GENERALIST,35-44,ATHLETIC,"lightweight feel, movement, material, liner","little long might do 4"" next time",just right,Best Running Shorts,2018-07-21,These are the most comfortable running shorts I own. I've run in multiple running and sports brands and these take it by far. When you're running for an hour or three comfort makes a difference and really reduces the affects of chafing and other undesirable effects. Thanks for making these!,,,0,0
"Surge Short
6"" Updated",,$68.00,,2.8 out of 5,1 out of 5,LAPIN,"WASHINGTON, DC, USA",RUNNER,35-44,ATHLETIC,,no zipped pocket.,snug,Very disappointed,2018-07-17,"I run 3 to 5 time a week, 30 miles on average. Run a least marathon a year, (qualified for Boston). I have been using running shorts from other brands for many years and have been very happy with them. Recently, several friends enticed to try Lululemon. So I got this running short, which was sold to me at the store as the quintessential Lululemon running short. When I asked for a running short with a zipped pocket, I was told by the store employee that Lululemon doesn't have any (which was misleading since I later found some on this website). So I got this pair of short. I still haven't used it. The lack of zipped pocket is a deal braker for me = no place to put my keys/id. And I am still not 100% confident that the pocket could hold my phone. Gels maybe, but I don't want to risk loosing and/or breaking my phone. I could still see myself using this short to go to the gym or run on a treadmill but certainly not for outdoor activities. While not a deal breaker, more pockets (for gels, phone. gloves, etc) would be a plus.",,,0,0
"Surge Short
6"" Updated",,$68.00,,2.8 out of 5,1 out of 5,GILBERT,COLORADO,CYCLIST,35-44,ATHLETIC,same price,"length, liner, patterns",,Disappointed,2018-06-28,"I've been loyal user of the previous version of these shorts and loved them! I'm VERY DISAPPOINTED with the update Lululemon made to the shorts! The liner is the most uncomfortable ever, I prefer liner-less shorts because I wear my own size compression short. I also dislike the new length, it just crops-up too high when doing exercise activities. I don't understand why Lululemon made this update and I would concur with previous reviewers, it was an unnecessary change to a problem it did NOT exist. I have definitely stopped buying these shorts and been looking at other alternatives besides Lululemon. I also feel like the patterns are extremely noisy and fall for the mainstream design of other generic brands.","June 28, 2018","Dear Gilbert,

Thanks for taking the time to pass along some feedback on theSurge Short 6"" *Updated. I'm sorry to hear the new liner style is causing you discomfort. Keep an eye out for an email headed your way. Chat soon!",0,0
"Surge Short
6"" Updated",,$68.00,,2.8 out of 5,2 out of 5,CRS82,"TORONTO, ON",RUNNER,25-34,ATHLETIC,quality of construction,"updated lining, updated rear pocket, sizing",roomy,Needless update,2018-06-24,"This update was a misfire. The boxer brief lining rides up as you run which defeats its purpose . The rear pocket is harder to get my phone into and out of, without offering any better security. I liked the past years' model much better. The changes seem like solutions looking for problems that didn't exist and they have resulted in a worse product. I also found the sizing to have changed slightly -- in past years, I've always taken an M. This year the M was too snug so I had to size up to an L, which then felt slightly loose.","June 24, 2018","Dear crs82,

Thank you for taking the time to share your feedback with us. I am sorry to hear that our new update on the Sure Short 6"" *Updated did not work out for you. Keep an eye out for an email coming your way. Chat Soon!",0,0
"Surge Short
6"" Updated",,$68.00,,2.8 out of 5,5 out of 5,LULULEMONDAD,"TEXAS, USA",RUNNER,55-65,LEAN,,,,New Surge Shorts,2018-06-21,These are awesome shorts. My Iphone 7 fits perfect in the leg pocket. I will be ordering another pair.,,,0,0
"Surge Short
6"" Updated",,$68.00,,2.8 out of 5,1 out of 5,MC2525,"PITTSBURGH, PA",RUNNER,25-34,PETITE,nothing,liner,,DISAPPOINTING,2018-06-15,"Bought the new ""updated"" shorts for my boyfriend who has about 6 pairs of the old Surge Short 7. He HATED them. They have a ""tight short liner"" inside the actual short that he said were miserable. Very disappointed, bring back the old ones!",,,0,0
"Surge Short
6"" Updated",,$68.00,,2.8 out of 5,1 out of 5,NIKIBROWN,"BOSTON, MA, USA",RUNNER,25-34,MUSCULAR,,"liner, length",,Horrible!!! Would rate -5 stars if possible.,2018-05-22,"I've had the 3,5 and 7in lined surge shorts for years. Bought the new ones without even realizing that you guys messed with the liner. WHYYYYY???? It rides up and is super annoying. There's a reason why most men's running shorts have brief liners. You guys messed with a good thing and it was a huge mistake. Will be promptly returning these and looking at other brands besides lulu. :/",,,0,0
"Surge Short
6"" Updated",,$68.00,,2.8 out of 5,1 out of 5,ZEUSCALI,"SAN DIEGO, CA, USA",YOGI,25-34,ATHLETIC,new sizes,"uncomfortable lining, lack of ""secured"" pocket",,Update Fail,2018-05-21,"I've been wearing the surge 7"" and 5"", from run to yoga sessions since 2015. and they are amazing from the secured zipped pocket that allows me to fit my phone and wallet, to the breeze lining.",,,0,0
"Surge Short
6"" Updated",,$68.00,,2.8 out of 5,2 out of 5,FAITHFULCHIYOGI,CHICAGO,YOGI,25-34,LEAN,"waistband loop, perfect length",liner is um constricting. to say the least.,,So disappointed!,2018-05-16,"I find the reviews here super helpful, so even though my experience with these new shorts wasn't great I have found these reviews helpful as a I look for new stuff, so, here it goes. I am an original Surge Short devotee, I own more than a dozen pairs. Absolutely the best shorts Lulu has ever made. Loved the pocket, the elastic waistband loop is amazing for inversions in practice as well as for hot runs and the fabric has held up over time, so well in fact that many pairs I own look brand new even after 100s of washes. Now, all of that said, I have been very patiently waiting for the release of these shorts. Yes, I own the linerless version, they are nice, as are the shorter lengths, it's just, well, nothing is as good as the original. By now I don't need to explain my excitement when I got my weekly email of new releases and saw my prayers had been answered and my beloved shorts were updated and released! I ordered every color and even in two sizes, just to make sure the fit was right. Well, I eagerly jumped into my fresh shorts for Monday morning practice and only about 20 minutes in I was in agony. The liner of the shorts kept riding up causing a chain reaction that though it's hard to describe here, let's just say that these shorts are ball crushers!I tried everything, pulled liner down over and over, adjusted, tightened and loosened waistband, nothing worked. Frustrated, I went home and examined the shorts to try and identify the source of my, um, discomfort. Don't know what it is exactly, but the liner just doesn't have the appropriate shape/pouch for, well, you know. I have never really experienced this issue and certainly not in the nearly 100 pairs of Lulu bottoms (shorts, trainers, briefs, pants, joggers, Etc). Hoping this is glitch in the newly released design and that future versions will be more, um, ""roomy"". Ever-faithful!","May 17, 2018","Hi FaithfulChiYogi,
We appreciate you taking the time to share your feedback with us.We appreciate you taking the time to share your feedback with us. Please keep an eye on your inbox as I'll be reaching out shortly to connect.",0,0
"Surge Short
6"" Updated",,$68.00,,2.8 out of 5,4 out of 5,ALECP,"EAST LANSING, MI, USA",,18-24,MUSCULAR,"fit, color",new back pocket,,"NEW White Surge Shorts 6""",2018-05-05,"I have purchased the Surge Shorts in the past and I notice some slight changes. I really like the new lining on the inside. Instead of being a simple net, they have made a very flexible, comfortable built-in compression material (with a small pocket stitched into the right leg) which I like! Instead of the zippered back pocket, they have the band of the shorts fold over a small pocket in the back. Feels a little cheap and I preferred the zippered pocket. With these small changes, I prefer the older style, but these are still nice! In terms of the color, they are VERY white (which I love), but be prepared for them to get dirty quickly. Overall they fit great and I'm very pleased!",,,0,0
"Surge Jogger
29""",,$118.00,,2.8 out of 5,2 out of 5,BRANDONVANCOUVER,"VANCOUVER, BC, CANADA",SWEATY GENERALIST,18-24,SLIM,,,,Perfect at first but does not hold shape,2018-08-01,"I have about 4 pairs of pants from lululemon and none of them have lost they're shape like this pant. Initially they fit super nice, and were very comfortable, but now they have just gotten baggy.","August 1, 2018","Dear BrandonVancouver,

Thank you for taking the time to share your feedback with us. We're sorry to hear that your Surge Jogger *29"" has stretched out. We would love to discuss your concerns further. Keep an eye out for an email coming your way. Chat soon!",1,0
"Surge Jogger
29""",,$118.00,,2.8 out of 5,1 out of 5,LONDON123,"LONDON, ON, CANADA",SWEATY GENERALIST,18-24,MUSCULAR,,material,,Sweat bleeds alot,2018-07-23,"I purchased a pair of the grey surge joggers yesterday and was very disappointed. I had a pair of the Surge Jogger Full-on Luxtreme 29"" from a year ago that were in navy and really liked them. I wore these pants to the gym and realized mid way that all my sweat was bleeding out of the pants from that back. It did not look good at all. I am very disappointed about the quality since the other pants were so much better and dont bleed.","July 24, 2018","Dear london123,

Thank you for taking the time to share your feedback with us. We're sorry to hear that your Surge Jogger *29"" has not held up to our sweat-wicking standards. We would love to discuss your concerns further. Keep an eye out for an email coming your way. Chat soon!",1,0
"Surge Jogger
29""",,$118.00,,2.8 out of 5,3 out of 5,RUSTY123,,,,,comfortable,fabric didn't last,,Good at first but fabric tore,2018-07-23,"I love Lululemon and own A LOT of their workout gear. I purchased these pants (my first pair of Lulu joggers) earlier in the year and absolutely loved them. After about six months of modest wear the fabric tore while hiking which was extremely disappointing. I am hoping/ expecting Lulu can make this right, as I'd like to recommend these to my friends but currently feel I cannot do so.","July 23, 2018","Hi Rusty123,
I'm sorry to hear you ripped your Surge Jogger *29"" while hiking. I'd love to lend a hand and help with some options, so I've sent an email to you outlining the next steps.",1,0
"Surge Jogger
29""",,$118.00,,2.8 out of 5,1 out of 5,DAVIDMAMA,"FREMONT, CA, USA",SWEATY GENERALIST,18-24,ATHLETIC,,quality,,Poor Quality,2018-07-20,"These are more expensive than the other joggers I usually buy. I bought these because I heard great things from other people. However, after a couple of washes the pants turns baggy and loose. I also found a rip on them as well after a couple of wears.","July 20, 2018","Hi Davidmama,
Thanks for taking the time write a review. It sounds like your gear isn't performing for you and I'd love to help you find a fix. Keep an eye on your inbox for an email with some solutions. Chat soon!",1,0
"Surge Jogger
29""",,$118.00,,2.8 out of 5,1 out of 5,JOHND3,,,,,color,"saggy, length",,Poor execution on these joggers,2018-07-09,They were very loose and looked very saggy on me. Couldnt hemmed them at all so i was just out of luck. Probably have worn them a total of 10 times and now they just sit in the back of closet,"July 9, 2018","Dear Johnd3,

Thank you for taking the time to share your feedback with us. I am sorry to hear that your Surge Jogger *29"" is not performing for you. Keep an eye out for an email coming your way. Chat Soon!",1,0
"Surge Jogger
29""",,$118.00,,2.8 out of 5,1 out of 5,DREWDREW8,,,,,,,,POOR QUALITY,2018-07-03,"For those who are looking to invest in these, I'd stray away with this style in particular. The style itself is a tad long and you are unable to hem these. I've barely had these and I only wear them out for casual wear and occasional morning walks and these joggers have lost their shape and thinned out a ton. High expectations for these expensive joggers, paid a pretty penny for them too only to have them for a couple months and not even be able to wear them anymore. So disappointing.","July 4, 2018","Hey Drewdrew8,


Thank you for taking the time to share your feedback with us. We stand behind the quality of our gear, and we’d like to work with you towards a fix. We'll be following up via email to discuss this further. Speak soon!",1,0
"Surge Jogger
29""",,$118.00,,2.8 out of 5,3 out of 5,VAMOSBRAZIL,"SAN FRANCISCO, CA, USA",SWEATY GENERALIST,25-34,ATHLETIC,"no smell after multiple wears, zipper pockets","wears quickly, small pilling",,I like wearing them!,2018-07-02,"I bought these pants in April 2017 and typically wear them 1-2 times a week on average. This is big for me because I'm not a big workout/sweatpant guy usually. They always come with me when I travel because of zipper pockets and they breathe easy/ don't smell after multiple wears. I was sad to see a hole starting to form in one of the pockets as I don't really aggressively use these pants and I will agree that they aren't as crisp of a fit as they were when I first bought them. Not sure how much longer I'll get to use these which is a frustrating feeling. This is holding me back from buying additional pants from Lulu due to price vs long-term value. This doesn't make them unwearable, but it would be nice to see these wear a little better over time based on price point.","July 3, 2018","Dear VamosBrazil,

Thanks for making time to write a review. We completely understand why you're disappointed with this and we'd love to help turn this around. We stand behind the quality of our gear, and we’d like to work with you towards a fix. We have sent you an email outlining a few options.",1,0
"Surge Jogger
29""",,$118.00,,2.8 out of 5,1 out of 5,CPARKEN,"CALGARY, AB, CANADA",,18-24,SOLID,the pants themselves,weak fabric,,"Great at First, Now Unwearable",2018-06-19,"I really loved these pants right off the bat, as I do most lulu products as they fit great; however, after only a couple months these pants have lost their shape/fit and are now practically unwearable. Would be better if they could be hemmed, but that's not even possible. So now I am stuck with a $128 pair of pants that have lost all structural integrity and are now essentially unwearable with a stretched out crotch and thigh area. On top of this, I followed the care instructions to the tee, and there is no excuse for this degradation of high-quality sportswear. I would not recommend these pants. I am hoping/expecting lulu can make this right, as id like to recommend these to my friends/team; however, I currently feel I cannot do that.","June 20, 2018","We appreciate you taking the time to share your feedback with us.
We hear your disappointment with the retention loss you’ve noticed on your Surge Jogger *29"". We'd love to learn more and make things right for you, so keep an eye out for an email coming your way.",1,0
"Surge Jogger
29""",,$118.00,,2.8 out of 5,1 out of 5,IWCM3,"NEW YORK, NY, USA",CYCLIST,45-54,LEAN,,,,Disappointing. Do NOT Buy !,2018-06-11,"I am a long time customer. Spent thousands on Lululemon. I did not see these reviews when i purchased my two pairs of Surge Joggers at the Lululemon store. after several weeks of wearing the Black Surge Joggers, it droops, sags, and completely looks like im wearing some larger size. I returned the other Blue pair. But now i am stuck w a Black one that is saggy/droopy and doesnt fit right ($118!!!). Furthermore, the sizing on these are off. And the waist line on these Surge Joggers are way to high ! Clearly the designers are out of touch when they made these. I have choices when i shop and this is very disappointing experience for a loyal Lululemon customer. I am hoping & expecting to hear from Lululemon to make this situation right.","June 12, 2018","Hey there IWCM3,
Thanks for taking the time to share this feedback. It's not good to hear that your Surge Jogger hasn't held up as expected. I'd love to help you find a fix, so I've sent an email your way with some solutions. Chat soon!",0,0
