Breeze By Muscle Tank II,$58.00,,4.6 out of 5,5 out of 5,MERRIBLONDE,"SALT LAKE CITY, UT, USA",SWEATY GENERALIST,45-54,MUSCULAR,fit fabric everything,,,One word - PERFECT!!,2018-06-11,"I agree with the previous reviewer; this tank is much cuter than expected. I didn't think much of it when I saw it online, but decided to try it on whilst in the store shopping for tights. I needed some tank tops to wear around when I go on vacation in July, and this fit the bill perfectly. I love that the armholes aren't dropped down as low as the other muscle tanks. The fit is not too relaxed, and it isn't as see through as it appears in the online photos, making it perfect for casual or gym wear. It fits me TTS; for reference, I'm a 36C, muscular, and wear a 6 in most tops. Purchased in black and white, would love to see more colors.",,,7,4
Breeze By Muscle Tank II,$58.00,,4.6 out of 5,5 out of 5,KRISTING,"EDMONTON, AB, CANADA",SWEATY GENERALIST,25-34,CURVY,"fit, fabric",,,Even cuter than you would expect,2018-06-09,"I bought this tank on a whim because I really needed a black tank. Wow, best purchase ever! I love the fit of it, which totally suits my curvy body, and I can wear it to work out, but it also looks amazing with jeans or a cute pair of shorts.",,,7,4
Breeze By Muscle Tank II,$58.00,,4.6 out of 5,5 out of 5,CM03,,SWEATY GENERALIST,UNDER 18,PETITE,,,roomy,Really love!,2018-06-07,The holes in this shirt and not near as evident as they appear online... I love it! I got the pink color and its super bright! I love it! It is a loser tank which I was looking for! Please make in more colors!,,,7,4
Breeze By Muscle Tank II,$58.00,,4.6 out of 5,5 out of 5,BITTEN,,,,,,,,Love this tank,2018-06-06,"I have both the prior version and the new one and love them both. The new version has higher armholes which makes it easier to wear. This tank is just loose enough without looking sloppy. Please make it in more colors like ruby wine, slate grey, sapphire blue!",,,7,4
Breeze By Muscle Tank II,$58.00,,4.6 out of 5,5 out of 5,YVIE1,,,,,"ventilation, fit",,oversized,Love these!,2018-05-27,"Got the glossy and black. Nice neckline & arms were cut nicely. These colors have the improved smaller armpit holes, so that wasn't a problem. Stayed really cool on my run tonight. Neither color is see-through. Hope they put out more colors in these!",,,7,4
Breeze By Muscle Tank II,$58.00,,4.6 out of 5,5 out of 5,JANCCM,NORTHEAST PA,YOGI,45-54,ATHLETIC,roomy nice material,,roomy,Love it!,2018-04-10,"Bought this tank in the green color. Love it. Covers, yet gives so much ventilation. Side openings are quite large, if you are afraid of showing there, dont get this. I am 5'9, 153. Bought the 10, I could have fit in an 8, but I like my tops roomy. Tempted to get another one. Will wear for hot pilates and bikram.",,,7,4
Breeze By Muscle Tank II,$58.00,,4.6 out of 5,5 out of 5,SJHA,"COLORADO, USA",SWEATY GENERALIST,18-24,ATHLETIC,"comfortable, breathable, cute, high neck",,just right,Amazing Tank!!,2018-03-28,"I love this tank so much!! It is so comfortable and breathable, and goes low enough on the sides to show off cute sports bras. Perfect for casual wear or any workout. Want in every color!!",,,7,4
Breeze By Muscle Tank II,$58.00,,4.6 out of 5,5 out of 5,KEELYFAREALLY,BERMUDA,YOGI,25-34,ATHLETIC,,,roomy,Great Tank Top,2018-02-23,"I was looking for a top to wear especially in the Body Pump classes I supplement my normal yoga regimen with, and this top definitely fits the bill. Have owned for about three months now and have worn 4-5 times. Am in love. The top falls a bit differently on me than on the model, but like another reviewer says, in a good way. I like the roomy armholes which basically allows me to never feel restricted. It is not ideal for yoga because the chest area kind of flops up to nose/mouth area during Down Dog, but I LOVE it for anything where I'm not going upside down. The breathability is WONDERFUL too!",,,7,4
Breeze By Muscle Tank II,$58.00,,4.6 out of 5,5 out of 5,LULULIFEFOREVER,,SWEATY GENERALIST,25-34,ATHLETIC,,,just right,Favorite top EVER,2018-01-23,"These are absolutely my favorite top from Lulu- I have it in 4 colors! Please make more colors, Lulu! They fit GREAT and are so comfortable to wear, I can concentrate on my work out. I also wear these hiking. The drop arm holes are perfect and keep me cool.",,,7,4
Breeze By Muscle Tank II,$58.00,,4.6 out of 5,5 out of 5,WEIGHTSNLULULOVE,"ELKO, NV",SWEATY GENERALIST,25-34,MUSCULAR,"color, length, fabric",,roomy,"Easy, cute, versatile",2018-01-11,Easy to pair with leggings and AWESOME to train in - the dropped arm holes don't restrict movement at all with lifting! Even worn a couple of times with jeans and a cute layer over the top. Love the wider hem at the bottom - not loose but not tight,,,7,4
Breeze By Muscle Tank II,$58.00,,4.6 out of 5,5 out of 5,LV2SWT12,"ORANGE COUNTY, CA, USA",SWEATY GENERALIST,25-34,CURVY,"fit, deep arm hole, mesh-like material",lack of color selection,roomy,Just try it on!,2018-01-08,"Okay, I don't think this tank looks super cute in the photos, but in person it's awesome. Its currently my favorite top for training. Its very subtly sexy, covers and shows all the right spots. It comes down pretty low in the arm pit, but doesn't hang or look sloppy, so you can show off a cute sports bra, and even better have plenty of movement and no risk of chaffing.
The material is like a thick flexible mesh (that doesn't sound nice, but it is), and its great for sweaty sessions. Need more colors.",,,7,4
"Pace Rival Skirt (Tall)
4-way Stretch 15""",$68.00,,4.4 out of 5,5 out of 5,JCAPS,,,,,,,,great tennis skirt,2018-08-03,"Love the skirts, great fit and the pleats give it that little something in detail. Wish there were more options in tall. The regular fits but over the age of 50 not that modest. I love the grips on the shorts. Just perfect.",,,1,0
"Pace Rival Skirt (Tall)
4-way Stretch 15""",$68.00,,4.4 out of 5,5 out of 5,LALA13,"CHICAGO, IL, USA",YOGI,45-54,CURVY,"pockets, style, function",a tad short (tall),,Stays in place,2018-08-01,The shorts stay in place and the skirt doesn’t ride up while walking or running. Love the pockets under the skirt for my phone. Length could be a touch longer for tall girls but I can deal.,,,1,0
"Pace Rival Skirt (Tall)
4-way Stretch 15""",$68.00,,4.4 out of 5,5 out of 5,CAFFEINATEDYOGI,"MINNEAPOLIS, MN",SWEATY GENERALIST,25-34,ATHLETIC,,,,Love This Skort!,2018-07-31,"I bought this skirt to wear golfing and I am OBSESSED! It is my first athletic skort and I am addicted now. I wear it to run errands, to workout, and like I said to golf. It is absolutely adorable, flattering, super comfy, and practical. I bought the pink skirt in size 6. I am 5'7 and weigh 130 lbs and usually wear size 4 in leggings but size 6 fits well in this skirt. My exact measurements are in between sizes 4 and 6 so I preferred to go up a size. Size 4 hugged my tummy a little too tight. If you're on the fence, I definitely recommend getting this skirt!",,,1,0
"Pace Rival Skirt (Tall)
4-way Stretch 15""",$68.00,,4.4 out of 5,5 out of 5,TLT311,,RUNNER,,SLIM,,,,Great skort!,2018-07-28,"I bought this skort to run a 10K. I wanted to listen to my cadence playlist, but didn't want to carry my phone. This skirt supplied my need! The leg pocket held my phone securely, and the slit allowed me to thread the earbuds through my clothing, for a hands-free run. Oh, and the skirt is super cute! I usually wear a size 4 but this skort fit well in a size 6 Tall. For reference, I am 5'7"", 128 pounds.",,,1,0
"Pace Rival Skirt (Tall)
4-way Stretch 15""",$68.00,,4.4 out of 5,3 out of 5,MISSYPOO,,SWEATY GENERALIST,55-65,CURVY,fit color,sheerness of the color,,Drats,2018-07-27,Love love love these skirts. This color is so cute but what I didn’t like was how sheer the fabric was. You can see the shorts underneath. Had to return ☹️,"July 30, 2018","Hey MissyPoo,

I am sorry to hear you found your Pace Rival Skirt (Tall) *4-way Stretch to be too sheer. Keep an eye out for an email coming your way. Chat soon!",1,0
"Pace Rival Skirt (Tall)
4-way Stretch 15""",$68.00,,4.4 out of 5,5 out of 5,JILLYR,"TAMPA, FL",SWEATY GENERALIST,45-54,CURVY,"the length and fit, colors",,,MY ABSOLUTE FAVE!!!,2018-07-26,"This is the cutest skirt...ever!!!! Please restock your out of stock colors and consider making one in gray. Even thought I am 5'5, I still order the tall so it is a little longer for those of us pushing the big 5-0. This is my go to for everything!!!! LOVE LOVE LOVE!!!!",,,1,0
"Pace Rival Skirt (Tall)
4-way Stretch 15""",$68.00,,4.4 out of 5,5 out of 5,IAMWAKA,,,,,,,,Love this skort!,2018-07-25,"This is the second one of these i have purchased - now I have white and black. So comfortable, relatively true to size, and easily goes from workouts to a casual dinner afterwards. One of my favorite pieces of my wardrobe.",,,1,0
"Pace Rival Skirt (Tall)
4-way Stretch 15""",$68.00,,4.4 out of 5,5 out of 5,MISSKLM,CONNECTICUT,RUNNER,45-54,,no-slip grip hem,,,Amazing!!,2018-07-25,"This running skirt has it all! The tall length is more discreet and the liner shorts prevent leg chaffing, but the absolute deal maker is the no-slip grip hem on the liner shorts. I can wear the skirt higher on my waist for an awesome compression fit. I love, love, love running in this skirt and I feel so stylish wearing it around town too!",,,1,0
"Pace Rival Skirt (Tall)
4-way Stretch 15""",$68.00,,4.4 out of 5,1 out of 5,INTRAININGRUNNINGGIRL,"ATLANTA, GA",RUNNER,35-44,SLIM,color,"not good for running, shorts did not stay put",,Sadly not up for the run,2018-07-22,"I was so excited about this skirt/skort! First because it was longer length (yay for tall women) and also because of the great color options. I picked mulberry which is lovely. I tried 2 sizes - both 8 and 10 - and went with a true size 8 (what I wear in other brands). Unfortunately during my run the shorts did not stay put and rode up, ending up causing my legs to chafe :(. It was extremely painful. I was so bummed as I feel i have average legs, but the leg cutouts must be made for wide legs. The bottoms of the shorts do have sticky parts to try to keep them adhering to your legs ... but just too wide for me. I guess I won’t be wearing these in my next race :(","July 23, 2018","Hi InTrainingRunningGirl,
I'm sorry to hear you're having such trouble with your Pace Rival Skirt! I'd love to chat with you further about this and find a resolution. We have sent you an email outlining a few options.",0,0
"Pace Rival Skirt (Tall)
4-way Stretch 15""",$68.00,,4.4 out of 5,5 out of 5,MAREFIT7,"PASADENA, CA, USA",SWEATY GENERALIST,35-44,PETITE,"color, style, length",,,Very Trendy,2018-07-22,"I love the style, length and the color! I am so glad I made this purchase as I have been waiting for lululemon to come out with this red color as shown on website! I Love it!!!!!",,,0,0
"Pace Rival Skirt (Tall)
4-way Stretch 15""",$68.00,,4.4 out of 5,3 out of 5,TENNISENTHUSIAST,CHICAGO SUBURBS,,45-54,SLIM,all my other pace rival skirts,the fit of the miami pink,,Pace Rival Skirt Tall - Miami Pink,2018-07-20,"I play a lot of tennis and have many Pace Rival skirts from Lulu in both regular and tall sizing. I always order size 4 regular or 2 tall depending on color availability, the skirts normally fit fantastic except for the Miami Pink skirt I just received. I ordered the skirt in my normal size and it must have been cut wrong because this skirt is very tight. I wore the skirt in a match last night thinking I was crazy and it would stretch, but I was wrong, it's just too tight. I'm not sure what happened on the construction of this skirt because all my other 2 tall skirts fit great.
**All my other Pace Rival skirts in regular and tall are all 5 stars**","July 21, 2018","Hey Tennisenthusiast,

Thanks for reaching out and providing feedback for the Pace Rival Skirt (Tall) *4-way Stretch. We'd like to turn this around and ensure your gear is providing long lasting performance for you. Since it sounds like this isn't the case, please keep an eye on your inbox so we can get to work on a solution for you! Best wishes!",0,0
"Pace Rival Skirt (Tall)
4-way Stretch 15""",$68.00,,4.4 out of 5,4 out of 5,MOMMAOFFIVE,CHICAGO SUBURBS,SWEATY GENERALIST,45-54,CURVY,"pockets, fabric, color choices, rubberized hem keeps shorts from riding up",length could be longer,,Nice skort,2018-07-11,Nice skort but wish it were an inch longer. I wear this to and from the gym and drop off my kids before and errands after so a little extra length would be nicer. The fabric isn't thick but the white isn't see thru. I really like the pockets. Good for my phone and keys when I go for walks while waiting for one of my kids at a lesson or practice.,,,0,0
"Pace Rival Skirt (Tall)
4-way Stretch 15""",$68.00,,4.4 out of 5,5 out of 5,KAT1,"SEATTLE, WA, USA",YOGI,35-44,SLIM,,,,Pace Rival tall skirt,2018-06-20,This skirt is super cute and flattering. I am 5'8 and 130lbs ordered a size 6 and it fits great. I am modest dresser and to me this is not too short. I think some of those reviews are old (2014).,,,0,0
"Pace Rival Skirt (Tall)
4-way Stretch 15""",$68.00,,4.4 out of 5,4 out of 5,TIERRAMISST,MINNESOTA,,18-24,LEAN,"comfortable, flattering",cheap fabric,,Decent,2018-05-28,"The fabric on this was very cheap and mine caught on something and ripped. I loved the skirt, super comfortable and cute, I just wish it wore better and lasted me longer.",,,0,0
"Pace Rival Skirt (Tall)
4-way Stretch 15""",$68.00,,4.4 out of 5,5 out of 5,1SWEATYCHICK,"KENTUCKY, USA",SWEATY GENERALIST,25-34,PETITE,coverage,colors,,Love This Piece!!!,2018-05-25,"One of my favorite pieces of clothing to wear. I am 5' 3, but I am a PE teacher, so I always by the *tall for extra coverage. BUT---Why can we not have the same colors in the tall as the regular length skirt?!?! I'll still buy these up like crazy!",,,0,0
"Pace Rival Skirt (Tall)
4-way Stretch 15""",$68.00,,4.4 out of 5,5 out of 5,MASSAGEGIRL,"BARRIE, ON",SWEATY GENERALIST,35-44,ATHLETIC,,,,"finally, a higher waisted skirt",2018-04-04,"I'm so happy Lulu is finally making higher waisted items, and this skirt is wonderful. I have been waiting and waiting for the Tall skirt to be available in white...come on, Lulu- most of the girls I know are wearing this for tennis.",,,0,0
"Pace Rival Skirt (Tall)
4-way Stretch 15""",$68.00,,4.4 out of 5,4 out of 5,SAGUAROHIT,"PARADISE VALLEY, AZ, USA",SWEATY GENERALIST,55-65,LEAN,style color details,length,,I wish this skirt was a bit longer.,2018-04-03,"I liked everything about this skirt except for the length. I'm not saying it should be significantly longer, but even an inch longer would make a big difference. It will be more suitable for a Tall category. Sadly, I returned the skirt due to it's length. I'm same way as a previous reviewer - thought this skirt could be wearable out and about. However, it's too short even for me 5'4"" (size 6). Otherwise good fit and I loved the Dusty Dawn color. Circuit Breaker skirt is still my favorite.",,,0,0
"Pace Rival Skirt (Tall)
4-way Stretch 15""",$68.00,,4.4 out of 5,3 out of 5,MORGANAA,"COLUMBUS, OH",SWEATY GENERALIST,18-24,ATHLETIC,"material, color, details",length,,"Would not call this ""Tall""...tall girls beware!",2018-03-29,"I am 5'5"" but ordered the Tall version of this skirt in the hopes that it would be long enough to be appropriate to wear out & about. Personally, I am not comfortable wearing Lululemon skirts off of the tennis court since they are so small. I was so excited when the skirt arrived however, I would not consider this a long or tall item. This skirt is still ""short"" on me and just not appropriate to wear to class or running errands. I'm really disappointed because I love everything else about it!",,,0,0
"Pace Rival Skirt (Tall)
4-way Stretch 15""",$68.00,,4.4 out of 5,2 out of 5,CHRISS26,"CALGARY, AB, CANADA",SWEATY GENERALIST,25-34,ATHLETIC,"style, comfy",stretched,,looove but shorts loosen up,2018-02-22,I loved this skirt I bought a new pair then I noticed how loose they got! They were my fav. For when a went golfing but hate how my old ones feel to my new ones!,"February 23, 2018","Good Day chriss26,

We’re writing to follow up on your recent review. We want your gear to support your golf pursuits and it sounds like your Pace Rival Skirt isn’t up to the task. Keep an eye out for an email coming your way. Chat soon!",0,0
"Pace Rival Skirt (Tall)
4-way Stretch 15""",$68.00,,4.4 out of 5,5 out of 5,LIVINLIFE,"EDMONTON, AB, CANADA",YOGI,35-44,LEAN,design,,,Love it!! Sadly I ordered the wrong size,2014-07-17,"I really loved this skirt, especially that it was in tall.
I tend to go back and forth between a size 6 and a size 8.
I find it hard to read reviews and get a sense for the size, I think size is a personal thing and dependent on the body type.
I am 125pds, 5'8.5 and I feel best in a size 8. Having said that, I cannot stand the muffin top which is why I am returning the size 6 in this skirt and praying a size 8 is in the store....
Otherwise I highly recommend this skirt it is a must!",,,0,0
"Pace Rival Skirt (Tall)
4-way Stretch 15""",$68.00,,4.4 out of 5,5 out of 5,LULUFANEDMONTON1973,EDMONTON,SWEATY GENERALIST,35-44,MUSCULAR,,,,Very nice color combo,2014-07-16,"Got the blue stripy- love the vertical stripes on shorts, love the pleats, just didn't work for me as the horizontal stripes on the skirt part were rather adding the weight to my bottom-heavy frame
Nice soft fabric, good length, tts",,,0,0
"Pace Rival Skirt (Tall)
4-way Stretch 15""",$68.00,,4.4 out of 5,5 out of 5,CHOCOHOLIC,"VANCOUVER, BC, CANADA",RUNNER,25-34,CURVY,"length, stays in place, aesthetically pleasing",,,Only thing I'll wear in summer!,2014-07-06,"After countless attempts at shorts (tight shorts, regular, loose, tight under loose outer) with no success at preventing thigh rub, I finally found this wonderful running skirt! Finally something that stays put! Unfortunately it's the only one Lulu makes that I like (the pleats in the front AND back really make it for me) and it only comes in one colour at the moment. If more colours come available in the tall version I will definitely be buying more :)",,,0,0
"Pace Rival Skirt (Tall)
4-way Stretch 15""",$68.00,,4.4 out of 5,4 out of 5,ERINNAA,"HALIFAX, CANADA",SWEATY GENERALIST,25-34,ATHLETIC,"fit, fabric, style, color",bad choice of liner color,,Wish the liner is solid color,2014-07-03,"Everything is good, length(Tall) is good, fit is perfectly TTS (maybe slightly smaller than Peace Setter), except I really hope they made the liner with just solid aqua or Cadet blue color, instead of stripes. I have the Aqua/Cool breeze/Cadet Blue one. So people who's not familiar with Lulu's products may think they saw my underwear due to my skirt is sheer, who would know it's just the liner color. That's my only concern. :(",,,0,0
"Pace Rival Skirt (Tall)
4-way Stretch 15""",$68.00,,4.4 out of 5,5 out of 5,KATWOMAN1968,"PHILADELPHIA, PA",SWEATY GENERALIST,45-54,CURVY,,,,Best Skort Ever,2014-05-26,"I try on Lulu skorts every year, and every year I hate them. I tried on the Pace Rival Skort last week as part of my annual ritual. And much to my surprise, I LOVED it!! I love the pleats in the front and back. The Pacesetter never worked for me because the flat front didn't lay right, and looked terrible. This is a zillion times better (for me). I wore it for a WOD on Saturday, loved it, and bought another one on Sunday. The under shorts have grip on them, and they really work. I did wall balls and burpees and they didn't move. I'm usually a Lulu 8 and these were tts for me. I'm 5'8 so I got the tall. I highly recommend. Hoping for more colors!!",,,0,0
"Pace Rival Skirt (Tall)
4-way Stretch 15""",$68.00,,4.4 out of 5,5 out of 5,LULULAPREMIERE,"WASHINGTON, DC, USA",SWEATY GENERALIST,25-34,CURVY,,,,The BEST!,2014-05-13,"This skirt is great for working out AND for kicking around town. It is super flattering, even if you have a bigger derriere (which I do). Even though I am 5'5, I prefer the Tall as it is more appropriate for just walking around in public. I wish Lululemon would add this to their permanent collection, as it is a bit more of a classic cut than the pace setter (whose frills on the back look somewhat silly on women over the age of 30).",,,0,0
"Pace Rival Skirt (Tall)
4-way Stretch 15""",$68.00,,4.4 out of 5,5 out of 5,YOGICOLLEGEPROF,MISSOURI,SWEATY GENERALIST,35-44,LEAN,very cute style,length,,So cute!,2014-05-02,"I recently injured my knee and need workout clothes for physical therapy that would keep the personal stuff covered but didn't cover my knee. This skirt is adorable! The only thing I could hope for is that the tall was longer. As mentioned in other pace setter tall skirt reviews, the talls aren't really for tall people. I'm 6'1"" 150lbs and the size 8 fit well. If it were a few inches longer, I'd be more comfortable wearing it to dinner and other non-workout places",,,0,0
"Pace Rival Skirt (Tall)
4-way Stretch 15""",$68.00,,4.4 out of 5,5 out of 5,HAPPY123,"MONTREAL, QC, CANADA",SWEATY GENERALIST,35-44,ATHLETIC,fit material,,,Love it,2014-04-23,"I love it, I love the fit! I own few Race pace setter skirts but I have to say that I prefer this one. I bought the same size for this skirt as for the pace setter skirt so it is true to size. I like my skirt to be a longer so I chose the tall model of this skirt and I am not even that tall (5'4). I would like if some of the models could be even longer but that is my preference. I will definitely buy more of these (tall version) when more colors come out!",,,0,0
Sculpt Tank II,$58.00,,3.7 out of 5,5 out of 5,SWEATINGINSEATTLE,"SEATTLE, WA",SWEATY GENERALIST,25-34,ATHLETIC,,,roomy,Love this!,2018-08-05,"This tank is a really great staple and I’m glad I finally pulled the trigger in purchasing. My normal size, size 8, left a roomy fit in the chest and underarms. It goes great with other ath-leisure items or even jeans. Will definitely get some more of these.",,,0,0
Sculpt Tank II,$58.00,,3.7 out of 5,5 out of 5,MSRCP,"TORONTO, ON, CANADA",RUNNER,35-44,ATHLETIC,,,roomy,Love it!,2018-08-04,Love this. Ordering more. Please add more colors. The fit is roomy but not too loose. Flattering. I like the longer coverage over the butt.,,,0,0
Sculpt Tank II,$58.00,,3.7 out of 5,5 out of 5,AWSBHAM,BIRMINGHAM,RUNNER,35-44,ATHLETIC,,,,Lightweight and comfy!,2018-08-04,"Love this breathable, flattering too!",,,0,0
Sculpt Tank II,$58.00,,3.7 out of 5,5 out of 5,AMA7291,OHIO,SWEATY GENERALIST,25-34,CURVY,fit,,studio-friendly,Love this tank!,2018-08-03,I have this tank in several colors. Both the 6 and the 8 fit me but I chose the 8 because it’s looser. I was struggling to find cute workout tanks that aren’t skin right and this is perfect.,,,0,0
Sculpt Tank II,$58.00,,3.7 out of 5,5 out of 5,TENNISDIVA2,"SEATTLE, WA, USA",SWEATY GENERALIST,55-65,ATHLETIC,"style, fit",sometimes the armholes gap a bit,just right,Love them!,2018-08-03,I love the sculpt tanks - I have several colors and prints!,,,0,0
Sculpt Tank II,$58.00,,3.7 out of 5,4 out of 5,JMEJO,"AUSTIN, TX, USA",SWEATY GENERALIST,25-34,MUSCULAR,"length, material, color options",big arm holes,roomy,Good Tank,2018-08-03,Thicker material which is nice in the cooler months. Has a nice flow for the fit. I have this tank in 4 or 5 different colors so I guess I do like it :),,,0,0
Sculpt Tank II,$58.00,,3.7 out of 5,3 out of 5,321561,,,,,"fit, style",didn't hold its color,just enough,"Great fit, but not color fast",2018-08-03,"Purchased the tank in Aquamarine. Washed with dark colors. The mesh is now a dark aquamarine and the body material turned blue gray. Would have expected a synthetic material to hold its color. Bummed, but still a great tank and fit. Like the high neck so I don't get sunburned.",,,0,0
Sculpt Tank II,$58.00,,3.7 out of 5,5 out of 5,GOODVIBESTRIBE,"PORTLAND, OR, USA",SWEATY GENERALIST,25-34,ATHLETIC,,,roomy,One of my favorites!,2018-08-02,"I really love this tank. The fabric feels great on the body, it's really comfortable and it hangs nicely. I love this fabric mixed with the mesh on top. It's a great tank for all uses!",,,0,0
Sculpt Tank II,$58.00,,3.7 out of 5,3 out of 5,SUPERHAPPYYOGINI,"ATLANTA, GA, USA",YOGI,45-54,CURVY,,,,Not worth it......,2018-08-02,"I like the color, but that’s about it. The fabric clings unflattringly and becomes really see through when you sweat. I do hot yoga so not a good look. Mine also has a few stains (I have no idea from where) that will not come out. All in All a disappointing purchase..","August 3, 2018","Hey SuperHappyYogini,

We’re writing to follow up on your recent review. We want your gear to support your sweatiest pursuits and it sounds like your Sculpt Tank II isn’t up to the task. We’d love to turn this around and get you into gear that works for you. Look out for an email from us soon!",0,0
Sculpt Tank II,$58.00,,3.7 out of 5,2 out of 5,ASTROS2018,"HOUSTON, TX, USA",SWEATY GENERALIST,45-54,LEAN,back look,front was not great fit,,Not for me,2018-08-02,I loved the back look but front was to long and just didn’t fit perfectly to keep. I purchased size 4. So luckily this great company has easy return system. Will try again!,,,0,0
Sculpt Tank II,$58.00,,3.7 out of 5,5 out of 5,LOVETOWEARLLL,GA,SWEATY GENERALIST,35-44,ATHLETIC,"fabric, fit, feel",,,Great top for hot times,2018-08-02,"Have several of these, they are great! Perfect for the warmer months, hot yoga, outdoor workouts, etc.",,,0,0
Sculpt Tank II,$58.00,,3.7 out of 5,1 out of 5,9392,UNITED STATES,,I KEEP MY AGE ON THE D.L.,,color,incorrect tags,oversized,Tank had incorrect tag.,2018-08-02,"I have 2 of these tanks and purchased a 3rd one in the same size. I removed the tags to wear to the gym, but this tank must have been sized incorrectly because there was a huge difference size wise. I compared the newest (aquamarine) to the other tanks (pink and black) and it is obvious this was mis-sized. I am so disappointed! I bought this one when I was out of town and threw my receipt away never imagining there would be a problem. No plans on taking back to a store, because I know how that would go without a receipt!","August 2, 2018","Hey 9392,

We’re writing to follow up on your recent review. We want your gear to support your sweatiest pursuits and it sounds like your Sculpt Tank II isn’t up to the task. We’d love to turn this around and get you into gear that works for you. Keep an eye out for an email soon!",0,0
